// vid	name	description
c364_01	スウィート_シトリー	少女の純粋な愛のような白のミニワンピース。
c364_02	ラビダビ_シトリー	白は少女の純粋な心、赤は少女の情熱的な愛。
c365_01	ダークバスター_リザ	対魔王決戦兵器、\ダークバスター初号機リザ。
c365_02	デビルバスター_リザ	対魔王決戦兵器、\デビルバスター初号機リザ。
c366_01	努力家_ディーノ	一生懸命努力したら、なんでも出来る！\やっぱり努力は裏切らない！
c366_02	希望の_ディーノ	防災専門チャイルド、ディーノの戦闘服。\消火ならおまかせ！
c367_01	魔王_ダビ	ダビの夢！ダビの希望！\ダビが想像した魔王の姿。
c367_02	真魔王_ダビ	真の魔王として目覚めたよ！\だってダビが考えた最強の魔王だもん。
c367_88	真魔王_ダビ	
c367_89	魔王_ダビ	
c369_00	_おばあちゃん	デメテルの契約者が働く病院に通うおばあちゃん。
c370_01	サンビーチ_モナ	活動的なモナのサマースーツ。
c370_02	スキューバ_モナ	暑い夏、ギラつく素肌、そして思い出。
c370_10	ホットピンク_モナ	ダイビング、ご一緒しませんか？\夏より熱いピンクのサマースーツ。
c370_88	スキューバ_モナ	
c370_89	サンビーチ_モナ	
c371_01	ビキニ_リザ	ちょっと大胆なリザのツーピースビキニ。\さわやかな夏の始まり。
c371_02	バカンス_リザ	シーブルーのさわやかなスイムスーツ。\夏の思い出が花咲く。
c371_10	ウェットスーツ_リザ	純白が眩しいリザのウェットスーツ。\ただし、海中に潜るワケではない…
c372_01	スク水_ダビ	どんなポーズでもOK！\ダビの夏限定水着。
c372_02	夏休みの_ダビ	ホントの夏はこれから！\ダビの夏もこれから！
c372_10	スポーツビキニ_ダビ	ビーチバレーやろうよ！\ダビのスポーティーな水着。
c373_01	無頼の_ミダス	再契約によりパワーアップした新しいミダス。\パワーアップって…どう見ても別人だろ？
c373_02	黒翼の使徒_ミダス	空虚もまた安らぎ…幻影に抱かれて夢を見な！\黒翼の使徒ミダスのコスチューム。
c374_01	ブライダル_ヒルド	花嫁となったヒルドが、愛する人にだけ見せる\真っ白なウェディングドレス。
c374_02	ピュアブライド_ヒルド	結婚とは、永遠の愛を誓うもの…その誓いを破るヤツは\ヒルドがぐっちゃぐちゃにしちゃうんだから～！
c375_01	ドキドキ_ボタン	
c376_01	_ガネーシャ	享楽主義で、神の名を騙る守銭奴、ガネーシャの衣装。
c377_00	人間界の_イピス	イピスの人間界での姿。
c377_01	ロマンス_イピス	イピスが花嫁を迎えるための正装。
c377_02	スカーレット_イピス	花嫁を守るための、イピスの紅き戦闘用スーツ。
c377_10	ブライダル_イピス	自らが純潔の花嫁となったイピス。
c377_11	シャドウ_イピス	闇に染まり黒くなったウェディングドレスを\まとったイピス。
c377_89	ブライダル_イピス	自らが純潔の花嫁となったイピス。
c378_00	葛城_冬花	離婚により別れた母との再会を不安がる少女。
c378_01	_パラス	絶望と崩壊を望むパラスのバトルアーマー。
c378_02	闇纏う_パラス	黒槍から闇を宿すパラスのバトルアーマー。
c379_01	_アテナ	大盾で全てを守るアテナのバトルアーマー。
c379_02	白誠の_アテナ	偽りなき白き志を盾となすアテナのバトルアーマー。
c381_01	ときめく_シトリー	なんだかドキドキするシトリーのビキニ姿。
c381_02	サマーラブ_シトリー	夏と言えば海！\海と言えば水着…じゃなくて恋！
c382_01	猫耳_ネヴァン	全身にフレイの魔力を帯びたドレス。
c382_02	バトルキティ_ネヴァン	少し殺伐とした気分屋のドレス。
c383_01	甦りし_フレイ	新たに手に入れた魔力に耐えうるフレイの衣装。
c383_02	覚醒せし_フレイ	更に強くなったフレイ。\だが、本人はあまり自覚していない様子。
c384_01	プロトタイプ_ナルヴィ	人造人間ナルヴィのプロトタイプフォーム。
c384_02	カスタマイズ_ナルヴィ	人造人間ナルヴィのカスタマイズフォーム。
c385_01	_マリー・ローズ	パンクな見た目がミスマッチな魅力を引き出すマリーの衣装
c385_02	バトルスーツ_マリー・ローズ	機能性と可愛さがシナジーするマリーの戦闘服
c385_10	スク水_マリー・ローズ	マリーの魅力を引き立てる旧タイプのスク水
c385_11	ロシアンブルー_マリー・ローズ	爽やかな青に白の水玉模様がクールなマリーの水着
c385_12	ミヌエット_マリー・ローズ	ピンク地に白のボーダーがキュートなマリーの水着
c386_01	_かすみ	頭首の一族にのみ着用が許された、\究極まで機動性を重視したかすみの忍装束
c386_02	白妙_かすみ	激しい組み手の最中でも決して汚してはならない\白が印象的なかすみの忍装束
c386_10	ゼラニウム_かすみ	桜色のかわいさと大胆さをあわせもったかすみの水着
c386_11	ネモフィラ_かすみ	霞がかった空のように、鮮やかな青を薄く包んだ\デザインがキュートなかすみの水着
c386_12	マルガリータ_かすみ	太陽のように輝く装飾が眩しい豪華なかすみの水着
c387_01	_ほのか	ほのかが通う学校指定のブレザー
c387_02	軽やか_ほのか	上着を脱いで身軽になったほのかの制服
c387_10	モーモーデニム_ほのか	みんなの夢を優しく包むほのかの水着
c387_11	デルフィニウム_ほのか	淡いブルーが華やかなほのかの水着
c388_01	_紅霞	レイシア級hIEと呼ばれる人型ロボット。
c388_02	先行量産モデル_紅霞	絶大な破壊力を誇る紅霞の量産モデル。
c390_01	魔術師_オハド	カボチャの中に隠れているのは一体何だろう？
c390_02	デスマーチ_オハド	魔術は幻想、トリックは楽しさ！\オハドの魔術ショーは気に言ってくれた？
c390_88	デスマーチ_オハド	
c390_89	魔術師_オハド	
c391_01	パーティスター_メブ	最大魔力を解放したスリープドレス。
c391_02	パーティナイト_メブ	ハロウィンの夜を盛り上げるメブのお祭り衣装。
c392_01	オルタード_ダビ	謎の繭から生まれた新たなるダビ。
c392_02	ネオ_ダビ	虚空に向かって漆黒の羽根を広げた新たなるダビ。
c392_10	闇涙の_ダビ	黒い涙を流しつつ嘆き悲しむダビ。\彼女に最愛のモナの声は届くのか…
c392_89	オルタード_ダビ	謎の繭から生まれた新たなるダビ。
c393_01	光芒の_モナ	モナを新たな未来へ導く光輝くドレス。
c393_02	天光の_モナ	絶望の中でも光を失わない美しいドレス。
c393_10	光彩の_モナ	魔界の過酷な環境でも、輝き続けるモナのかつての姿。
c394_01	花魁_バートリー	花魁が身にまとう煌びやかで粋な着物。\バートリーは晴れ着だと思っているようだ…
c394_02	太夫_バートリー	美しさだけでなく、芸妓や教養を兼ね備えた者に贈られる\名である、太夫を冠したバートリーの晴れ姿。
c395_01	謎の転校生_イブ	見よう見まねで作った有名私立高校の制服。
c395_02	ピンクブレザー_イブ	イブにぴったり似合うブレザージャケット。
c396_01	神楽の_ワーウルフ	少年の願いを叶えるために巫女の姿に変身したワーウルフ。巫女服には歳神様の神聖な力が込められている。
c396_02	神託の_ワーウルフ	巫女としての力が高まったワーウルフの姿。\縁起の良いものを取り入れてさらにパワーアップ！
c397_01	クリスマス_レダ	みんなにプレゼントを渡すため、\サンタ服に身を包んだレダ。
c397_02	セクシーサンタ_レダ	セクシーさに磨きがかかったレダのサンタ服。\ある意味これがプレゼント？
c400_01	悲嘆の_バンシー	残された家族のことを想い、\嘆き悲しむバンシーの涙で彩られた服
c400_02	舞い散る_バンシー	家族を守リたいと願うバンシーの祈りがこめられた服
c401_01	_雪ミク	冬の雪のように白く輝くドレス
c401_02	プリンセス_雪ミク	冬の街を優しく見守るプリンセスのドレス
c402_01	_ノエル	ノエルのコスチューム。
c402_02	第四魔道師団_ノエル	統制機構第四魔道師団のノエルのコスチューム。
c402_10	_μ-12	《蒼》を継承し真の姿となったノエルのコスチューム。
c403_01	_マコト	マコトのコスチューム。
c403_02	統制機構諜報部_マコト	諜報部という名とは裏腹なマコトの戦闘用コスチューム。
c404_01	_ナイン	ナインのコスチューム。
c404_02	六英雄_ナイン	かの《六英雄》として活躍したナインのコスチューム。
c405_01	刺し貫く_ルイン	襲いくる敵は1人残らず斬り倒すルインの戦闘服。
c405_02	王の槍騎士_ルイン	邪魔する敵は容赦なく斬り伏せるルインの戦闘服。
c405_88	王の槍騎士_ルイン	邪魔する敵は容赦なく斬り伏せるルインの戦闘服。
c405_89	刺し貫く_ルイン	襲いくる敵は1人残らず倒すルインの戦闘服。
c406_01	_サーバル	サーバルのコスチューム。
c406_02	さばんなの_サーバル	さばんなのサーバルのコスチューム。
c407_01	_アライグマ	アライグマのコスチューム。
c407_02	しんりんの_アライグマ	しんりんのアライグマのコスチューム。
c408_01	_フェネック	フェネックのコスチューム。
c408_02	さばくの_フェネック	さばくのフェネックのコスチューム。
c409_01	腹ペコ_マルル	マルルは、まだまだ成長中♥\もっと、もっと、たくさん欲しい♥
c409_02	満プク_マルル	オールドファッションに、クリームドーナツ！\大好きなドーナツをお腹が破れるまで食べたい♥
c410_00	人間界の_フェイルノート	ルインの道場の門下生となったフェイルノート。
c410_01	誇りの_フェイルノート	誇り高き射手フェイルノートの戦闘用スーツ。
c410_02	魔弓の射手_フェイルノート	魔弓の射手フェイルノートの戦闘用スーツ。
c411_01	ドキドキ_メイ	
c412_00	司祭_カイン	祓魔師協会バチカン本部の司祭。
c412_01	祓魔師_カイン	祓魔師協会より与えられし神父の装束。
c412_02	異端審問官_カイン	祓魔師協会より与えられし異端審問官の装束。
c412_88	異端審問官_カイン	祓魔師協会より与えられし異端審問官の装束。
c412_89	祓魔師_カイン	祓魔師協会より与えられし神父の装束。
c413_00	_アベル	
c414_00	人間界の_ビリー	人間界の少女に変装した悪魔ビリー。
c414_01	ガンマン_ビリー	百発百中！\ビリーの水鉄砲バトル用コスチューム。
c414_02	デッドショット_ビリー	狙った獲物は逃さない！\ビリーの水鉄砲バトル用コスチューム。
c414_10	スプラッシュ_ビリー	勝つためには手段を選ばない！\ビリーの水鉄砲バトル用コスチューム。
c414_89	スプラッシュ_ビリー	勝つためには手段を選ばない！\ビリーの水鉄砲バトル用コスチューム。
c415_00	人間界の_アニー	人間界の少女に変装した悪魔アニー。
c415_01	勝負師_アニー	ハイドロシューターの頂点に立つ、\アニーの水鉄砲バトル用コスチューム。
c415_02	ワイルドハント_アニー	水と自分と水鉄砲、三位一体となった、\アニーの水鉄砲バトル用コスチューム。
c416_00	人間界の_ケイノウ	人間界の少女に変装した悪魔ケイノウ。\謎の裁縫箱を持っている。
c416_01	魔姫_ケイノウ	暗闇から聞こえるはさみの音…
c416_02	神出鬼没_ケイノウ	毒を塗ったはさみがあなたを狙う。
c417_00	人化_タマモ	人間の女性に変装した妖怪タマモ。\その美しさは傾国の美女の如し。
c417_01	九尾の狐_タマモ	《九尾の狐》と呼ばれる伝説の大妖怪。
c417_02	妖艶な_タマモ	誰もがひと目で魅了されてしまうほど妖艶な妖怪。
c417_89	九尾の狐_タマモ	妾を襲うとは生意気なヤツめ！
c418_01	正義の華_マフデト	霊験あらたかな高僧の弓と一体化し、\生まれ変わったマフデト。
c418_02	正義の権現_マフデト	霊験あらたかな高僧の弓と一体化し、\正義の権現となったマフデト。
c419_01	浮気_キャサリン	男を誘惑する挑発的なワンピース姿。
c419_02	反転の小悪魔_キャサリン	真実の愛に触れた、浮気キャサリンのウェディングドレス姿。
c420_01	恋人_キャサリン	キャリアウーマンにふさわしい、シックな大人の装い。
c420_02	純白の花嫁_キャサリン	純白のウェディングドレス。
c420_10	真紅の暴走女王_キャサリン	あり得たかもしれない新たな可能性を体現した\真紅のドレスに身を包んだキャサリン。
c420_89	真紅の暴走女王_キャサリン	あり得たかもしれない新たな可能性を体現した\真紅のドレスに身を包んだキャサリン。
c421_01	_リン	爽やかなライトブルーのセーラーカラーワンピース。
c421_02	純潔の_リン	天使のようなリンのウェディングドレス姿。
c422_01	誘惑する_ヘケト	世の男性を誘惑するヘケトのドレス。
c422_02	母なる_ヘケト	人類の繁栄を願う母なるヘケトのドレス。
c422_88	母なる_ヘケト	あら～そこの一緒に少子化問題を解決しませんか～？
c423_01	迅速の_ライマ	迅速かつ華麗に戦うライマのドレス。
c423_02	偏愛の_ライマ	全盛期を彷彿とさせるライマのドレス。
c424_01	鍛冶場の_ヘパイストス	鋼鉄を鍛えるヘパイストスの槌。
c426_00	二階堂_ふたば	何でも2回やらないと気が済まない女子大生。
c426_01	革新者_オフォイス	革新者がまとうに相応しい華やかなのコスチューム。
c426_02	先駆者_オフォイス	先駆者がまとうに相応しい目映いコスチューム。
c429_00	人間界の_ジヴァ	人間界の女性に変装した悪魔ジヴァ。
c429_01	穏やかな_ジヴァ	ジヴァの優雅さを際立たせる高級ドレス。
c429_02	雪原の_ジヴァ	ジヴァの品位を引き立たせる高級ドレス。
c429_10	クリスマス_ジヴァ	真冬の聖夜を彩るジヴァの最高級ドレス。
c429_88	雪原の_ジヴァ	極寒の冷気に抗う愛情。\凍てつく寒さを和らげるジヴァの光。
c430_00	人間界の_ギルティネ	人間界の少女に変装した悪魔ギルティネ。
c430_01	凍原の_ギルティネ	凍原を駆けるハンターに似合うダウンコート。
c430_02	氷原のハンター_ギルティネ	氷原に潜むハンターに似合うダウンコート。
c430_10	クリスマス_ギルティネ	クリスマスを楽しむ悪魔を狩るハンターのダウンコート。
c431_01	氷雪の_エシュ	雪原を駆け回るエシュのスキー場専用コスチューム。
c431_02	六花の_エシュ	吹雪でも平気なエシュのスキー場専用コスチューム。
c431_10	クリスマス_エシュ	聖夜を満喫するエシュのスキー場専用コスチューム。
c433_01	うきうき_パケト	かわいくてセクシーなパケトのコスチューム。
c433_02	きゃぴきゃぴ_パケト	パケトのかわいさが爆発するコスチューム。
c434_01	スウィート_レダ	チョコを欲しがる魅力的なレダ。
c434_02	ラブリー_レダ	甘い魅力を放つレダ。
c435_01	ファンシー_シトリー	甘い幻想に誘い込むシトリーのメイドコスチューム。
c435_02	メイド_シトリー	世の男性を虜にするシトリーのメイドコスチューム。
c435_10	ハートフル_シトリー	愛は私の近くに。\愛に気づいたシトリーの真の姿。
c436_01	気になる_セルケト	愛とは何なのか気になるセルケトのコスチューム。
c436_02	メイド_セルケト	シトリーに影響されたセルケトのメイドコスチューム。
c436_10	アガペー_セルケト	私を救うのはあなただけ。\愛に気づいたシトリーの真の姿。
c436_89	アガペー_セルケト	私を救うのはあなただけ。\愛に気づいたシトリーの真の姿。
c437_01	かわいい_エウロス	ドレスアップしたエウロスのかわいいコスチューム。
c437_02	しあわせ_エウロス	ドレスアップしたエウロスのしあわせコスチューム。
c439_01	ドリーマー_サターン	ジュリエット役になることを夢見る\サターンの舞台衣装。
c439_02	アクトレス_サターン	ジュリエットになりきるサターンの舞台衣装。
c441_01	正義の礼剣_ロビン	世界の平和を守る正義の剣！
c441_02	正義のヒーロー_ロビン	闇を斬り光り輝く正義の剣！
c443_01	怪盗_ラッフルズ	静かな夜空にギターを響かせ、夜の街に降臨する怪盗。
c443_02	ファントム_ラッフルズ	ギターの音色で心を惑わせ、幻のように宝を奪う怪盗。
c448_00	普段着の_マーカラ	悪魔によって生み出されし魔造ヴァンパイアクイーンが\人間になりすました姿。
c448_01	吸血の_マーカラ	あなたを誘惑するマーカラのドレス。
c448_02	幻惑の_マーカラ	あなたの妄想を刺激するマーカラのドレス。
c448_88	幻惑の_マーカラ	あらっ、血の香りがしますね～♥\ちょっとだけ吸わせてもらってもいいですか～？
c449_01	シャーマン_ローラ	長時間の着用に適したローラの特殊コスチューム。
c449_02	吸血鬼ハンター_ローラ	機能性と耐久性に優れたローラの特殊コスチューム。
c450_01	悲劇の_ルサルカ	悲劇のジュリエットを演じるルサルカ。
c450_02	ヒロイン_ルサルカ	ヒロイン、ジュリエットになりきるルサルカ。
m001_01	肥満の_火蝙蝠	暑いじゃな～い！
m001_02	巨大な_火蝙蝠	火蝙蝠の弱点はお腹！
m002_01	肥満の_氷蝙蝠	寒いじゃな～い！
m002_02	巨大な_氷蝙蝠	氷蝙蝠の弱点もお腹！
m003_01	怒りの_炎龍	怒っている炎龍。炎の鎧である。
m003_02	狂怒_炎龍	怒っている炎龍。ストライプが特徴の鎧。
m004_01	冷酷_氷龍	冷酷な氷龍。氷の鎧である。
m004_02	酷寒_氷龍	冷酷な氷龍。ストライプが特徴の鎧。
m005_01	_ヤムニャム	ヤムニャムのぬいぐるみ。
m005_02	_アドニャム	アドニャムのぬいぐるみ。キャンディに手を出すと食べられてしまう。
m006_01	騒がしい_大耳王	騒がしい大耳王。
m006_02	狂乱の_大耳王	狂乱大耳王。オプションで涎掛けが付いてきます。
m007_00	_テディ	呪いを受けた人形に「テディ」という名前を付けあげた。
m007_01	ばらばら_テディ	呪いの人形テディ。破れた頭部は魂が出入りする通路。
m007_02	滅裂_キングテディ	呪いの人形キングテディ。ジッパーの内側には、怨霊が閉じ込められている。
m008_01	イチゴ味_ゼラチン	動くゼラチンのコスチューム。本体は内側にある核。
m008_02	イチゴ味_ゼリー	動くゼリーのコスチューム。湿気で溶けることがありますので、注意してください！
m009_01	ソーダ味_ゼラチン	動くゼラチンのコスチューム。本体は、大きな眼球だ。
m009_02	ソーダ味_ゼリー	動くゼリーのコスチューム。水に触れると感電するので、注意してください！
m010_01	ソーダ味_プリン	モンスタープリンのブルーベリー味のプリンだ。
m010_02	ソーダ味_ポイズン	モンスターポイズンのブルーベリー味のプリンだ。
m011_01	イチゴ味_プリン	モンスタープリンのイチゴ味のプリンだ。
m011_02	イチゴ味_ポイズン	モンスターポイズンのイチゴ味のプリンだ。
m012_01	ドンドン_一年草	ドンドン一年草の戦闘服。1年が経過すると枯れてしまう。
m012_02	ドンドン_多年草	ドンドンの多年草の戦闘服。秋になると紅葉色に変わる。
m013_01	人参_ラグドール	ニンジンとセットで販売されるぬいぐるみ。
m013_02	腹ペコ_ラグドール	にんじんはなくなったが、なぜか高値になったぬいぐるみ。
m015_01	太陽の_砂狐	太陽の中で生まれた砂漠のキツネの翼服。
m015_02	妖精の_砂狐	妖精になった砂漠のキツネの翼服。
m017_01	正義の_ルート	正義のルートが着るフカフカの衣装。
m017_02	盤石の_ルート	盤石のルートが着るフカフカの衣装。本体は堅固な両足だ。
m018_01	運命の_モフ	天然巻き毛で作られた運命の毛束の戦闘服。
m018_02	宿命の_モフ	染色しても巻き毛はどこかない。
m021_01	怠惰な_ラバ	遊び人のように草笛部の怠惰なラバの戦闘服である。
m021_02	享楽の_ラバ	花をつけた遊び人は救済不能と！享楽の味を知ってしまったラバの戦闘服。
m022_01	自由な_パピー	傷は戦士の勲章。ビンテージな犬の妖精の戦闘服である。
m022_02	忠実な_パピー	忠誠は犬の特権。信頼できる犬妖精の戦闘服である。
m023_01	三日月_リザード	汚染された都市で三日月リザードが発見された。
m023_02	石三日月_リザード	放棄された廃墟で三日月リザードが発見された。
m025_01	戦士_ベリー	いちごの甘い部分は先端部分。
m025_02	狂戦士_ベリー	狂戦士となったイチゴは食ベれない…
m026_01	怠惰な_ひよこ	怠惰なひよこの戦闘服。部屋の床に失礼しても魂からいけない。
m026_02	怠惰な_合体ひよこ	怠惰なひよこが合体し、ふくよかなフィット感を得た。
m027_01	_マンドラシッド	マンドラシッドの戦闘服。必ず着こなしてください。
m027_02	_マンドラプランツ	マンドラプランツの衣装。私には似合わないだろう…
m028_01	ウロ_スクイレル	ウロスクォロルの戦闘服。首に巻けば暖かい冬を送る事ができる。
m028_02	ウロ_タイガー	ウロタイガーの戦闘服。腰に巻けば全身が温まる。
m029_01	発光_トゥース	小さい歯の戦闘服。夜光機能が装備されている。
m029_02	発火_トゥース	大きい歯の戦闘服。青い光で燃える炎は本当に暖かい。
m030_01	グリーン_ボール	エメラルドで製作したグリーンボールの戦闘服。
m030_02	Eグリーン_ボール	エメラルドで製作したEグリーンボールの戦闘服。
m031_01	わびしい_ツリー	他人に与え続けたツリーの戦闘服。みすぼらしくやつれてしまった。
m031_02	オールド_ツリー	オールドツリーの戦闘服。キツツキは武器ではなく、天敵である。
m035_01	蛮族_アメリカーノ	アメリカーノの腹より大きい兜。
m035_02	族長_アメリカーノ	アメリカーノの腹より大きい兜。華やかな羽は族長の象徴である。
m036_01	ボイス_メッセンジャー	メッセンジャーが着る戦闘服。着れば声が低くなる。
m036_02	デスボイス_メッセンジャー	メッセンジャーが着る戦闘服。着れば声が重たくなる。
m037_01	闇夜の_チェイサー	追撃者の戦闘服。その夜に裏通りのどこかで見たようだ。
m037_02	悪夢の_チェイサー	追撃者の戦闘服。怠惰な悪魔に追いかけられる悪夢を見たようだ。
m038_00	紅羽_顕彦	人間界の裏通りで堕落した祓魔師の普段着を拾った。
m038_01	白翼の_ディアブロ	ディアブロの輝く四つ目はあなたの欲望を見通す。
m038_02	黒翼の_ディアブロ	ディアブロの輝く六つ目はあなたの本能を洞察する。
m038_10	悪の華_ディアブロ	悪に生まれたならば悪の掟に従え…\再び生まれた悪の華。いずれも本人の業だ。 
m039_01	破壊の_リユガー	リユガーの狂暴性を表現する服。
m039_02	滅亡の_リユガー	リユガーの凶暴な野性を表現する服。
m040_00	田鎖_伊佐夫	悶えるチェインキラーの普段着である。
m040_01	汎用型_チェインキラー	煩悩するチェインキラーの戦闘服。
m040_02	カスタム_チェインキラー	悟りを得たチェインキラーの戦闘服。
m045_00	竹内_潤子	憂鬱な花の香りが私は女性のコスチューム。
m045_01	孤独な_ブーケ	裏切られた女性のブーケで作られた戦闘服。
m045_02	執着の_ブーケ	復讐する女のブーケで作られた戦闘服。
m047_01	謎の_卵	謎の卵が着る戦闘服。本体は、謎の卵である。
m047_02	コロンブスの_卵	コロンブスの卵が着る戦闘服。本体は新鮮な孵化した非道なひよこだ。
m048_01	バック_バニー	バニーのキュートなお尻。
m048_02	フロント_バニー	かわいい後ろ姿にソクジマ！
m049_00	秋山_哲司	艶のない数学者の執着が込められた普段着。
m049_01	古い_スカル	ぶらんぶらん、ぶら下げられたスカルの戦闘服。
m049_02	新鮮な_スカル	ぶらんぶらん、ぶら下げられたスカルの戦闘服。これでは戦えない。
m050_00	山口_昭雄	近所でよく見られる八百屋独身の生活コスチューム。
m050_01	夜明けの_ギロチン	ギロチン出来れば幸せ。ギロチンの出前承ります。
m050_02	真昼の_ギロチン	ギロチン出来れば幸せ。いつでも、どこでもお呼びください。
m051_00	京極_和歌子	不運を呼ぶオフィススーツ。たまに死神が現れる。
m051_01	沸騰_ハデス	実体のないハデスの戦闘服。燃え尽きて頭と翼しか残っていない。
m051_02	煉獄_ハデス	実体のないハデスの戦闘服。とても熱くて触れられない。
m051_10	デッドエンド_ハデス	骨まで燃えちゃうわ…闇に近づいたハデスのデッドエンド。
m052_01	砂漠の_バシリ	砂漠に特化したバシリの鱗。
m052_02	平原の_バシリ	進化したバシリの鱗。どこでも無敵を誇る。
m053_00	水上_円花	ヒドラの契約者。\小さくて弱い者を拳で守る。
m053_01	混沌の_ヒドラ	聖ミカエル女学院で発見された正体不明のモンスター。
m053_02	貪欲の_ヒドラ	調子が良い日には簡単な会話もできるらしい。
m054_00	守重_真理子	ベテラン教師の魅力が引き立つオフィスルック。
m054_01	審判の_ゴモラ	硫黄臭を放つゴモラの十字架。
m054_02	滅亡の_ゴモラ	地獄の炎が燃え盛るゴモラの十字架。
m056_00	真生田_真希子	暴君アバドンの普段着。怪しい匂いを漂わせる。
m056_01	悪人_アバドン	アバドンの戦闘服。銃口のどこかに魂があるはずだ。
m056_02	砲火の_アバドン	アバドンの戦闘服。戦闘マシンに魂など何の役に立つ？
m057_00	黒龍_鋼太郎	空腹悪魔は、このようなユニフォームを見れば気分が良くなります。
m057_01	青い影の_オルガ	夜の色に偽装したオルガの鱗である。
m057_02	黒い影の_オルガ	雲の影の色に偽装したオルガの鱗である。
m057_10	蒼き夜の_オルガ	蒼き夜に黒龍が人に化けるらしい。
m059_00	_ねじ針	鋭いねじ。悪魔のかかとに嵌め込まれ、バズーカの魂を得た。
m059_01	グリーンメット_バズーカ	バズーカの丈夫な安全帽。悪魔の戦いも、安全一番です。
m059_02	レッドメット_バズーカ	バズーカの頑丈なヘルメット。流れ弾にご注意ください。
m061_01	イチゴ味_注射器	イチゴジュースをいっぱいに満たしたイチゴ味の注射器。
m061_02	イチゴ味_注射器	イチゴ果肉が添加されたイチゴジュースをいっぱいに満たしたイチゴ味の注射器。
m062_01	ブドウ味_注射器	グレープジュースをいっぱいに満たしたブドウ味の注射器。
m062_02	ブドウ味_注射器	皮ごとすりおろしグレープジュースをいっぱいに満たしたブドウ味の注射器。
m063_00	_注射器	肺病院でデメテルの使い捨て注射器を発見した。
m063_01	ポイズン_アンプル	味方に力を与えるアンプルの戦闘服。
m063_02	ニューポイズン_アンプル	味方に力を与えるアンプルの戦闘服。敵には使わないこと。
m064_01	子豚_プクリ	赤ちゃん豚プクリの光沢のある革。
m064_02	子豚_プクリジン	リボンは、プクリに爽やかさを与える。
m065_01	子豚_コクリ	赤ちゃん豚コクリの輝くレザー。
m065_02	子豚_コクリジン	リボンはコクリにさわやかさを与える。
m066_01	子豚_ククリ	赤ちゃん豚ククのバラ色の革。
m066_02	子豚_ククリジン	リボンは、ククリーに暖かさを与える。
m067_01	アクア_フード	水のオーラを帯びたアクアフードの種。
m067_02	Bアクア_フード	アクアフードを植えたら水の精霊が生まれた。
m068_01	ダーク_フード	夜のオーラを帯びたダークフードの種。
m068_02	Bダーク_フード	ダークフードを植えたら夜の精霊が生まれた。
m069_01	ライト_フード	朝日のオーラを帯びたライトフードの種。
m069_02	Bライト_フード	ライトフードを植えたら朝日の精霊が生まれた。
m070_01	束縛の_赤チェーン	炎火の魂を縛った鎖。
m070_02	解放の_赤チェーン	炎火の魂を解放した鎖。
m071_01	束縛の_緑チェーン	大樹の魂を縛った鎖。
m071_02	解放の_緑チェーン	大樹の魂を解放した鎖。
m072_01	束縛の_青チェーン	深海の魂を縛った鎖。
m072_02	解放の_青チェーン	深海の魂を解放した鎖。
m073_01	キュア_キューブ	キュアキューブのツンツンした戦闘服。踏むとあまりにも痛い。
m073_02	キュア_キューブ	キュアキューブのチクチクした戦闘服。踏むととても痛い。
m074_01	ポイ_キューブ	ポイキューブの鬱陶しい戦闘服。ひと晩中、踏み放題。
m074_02	ポイ_キューブ	ポイキューブの鬱陶しい戦闘服。寝てても踏み放題。
m075_01	アク_キューブ	アクキューブの湿った戦闘服。踏むと涼しい。
m075_02	アク_キューブ	アクキューブの湿った戦闘服。踏むとすごく冷たい。
m076_01	ハニー_キューブ	ハニーキューブの輝く戦闘服。停電時に使用してもよい。
m076_02	ハニー_キューブ	ハニーキューブの輝く戦闘服。懐中電灯の代わりに使用してもよい。
m077_01	キューブ_モア	転がるキューブが集まって合体した姿。
m077_02	ビックキューブ_モア	転がるキューブが集まって合体した姿。以前より騒がしい。
m077_10	グルーミー_モア	誰も知らなかったモアの強い執念が、ついに開放。
m078_01	翠玉_コクーン	エメラルドから生まれた妖精の繭。
m078_02	翠玉_ブローチ	エメラルドで作られた妖精のブローチ。
m080_01	紅玉_コクーン	ルビーから生まれた妖精の繭。
m080_02	紅玉_ブローチ	ルビーで作られた妖精のブローチ。
m081_01	黄水晶_コクーン	シトリンから生まれた妖精の繭。
m081_02	黄水晶_ブローチ	シトリンで作成された妖精のブローチ。
m082_01	青玉_コクーン	サファイアから生まれた妖精の繭。
m082_02	青玉_ブローチ	サファイアで作られた妖精のブローチ。
m083_01	紫水晶_コクーン	アメジストから生まれた妖精の繭。
m083_02	紫水晶_ブローチ	アメジストで作った妖精のブローチ。
m084_01	パイ_キューブ	パイキューブのふかふか戦闘服。触ると時間を忘れる。
m084_02	パイ_キューブ	パイキューブのふかふか戦闘服。ポケットに入れるとちょうどいい。
m086_01	束縛の_光チェーン	ホタルの魂を縛った鎖。
m086_02	解放の_光チェーン	ホタルの魂が解放された鎖。
m087_01	束縛の_闇チェーン	影の魂を縛った鎖。
m087_02	解放の_闇チェーン	影の魂が解放された鎖。
m089_01	子豚_ムクリ	赤ちゃん豚ムクリのしっとりとしたレザー。
m089_02	子豚_ムクリジン	リボンはムクリに涼しさを与える。
m090_01	子豚_フクリ	赤ちゃん豚フクリのほのかな革。
